Gene	Mean	Variance	CV2
Cenpf	NA	0.005	NA
Cenph	NA	0.003	NA
Cenpi	NA	0.001	NA
Cenpj	NA	0.012	NA
Cenpk	NA	0.006	NA
Cenpl	NA	0.002	NA
Cenpm	NA	0.003	NA
Cenpn	NA	0.002	NA
Cenpo	NA	0.006	NA
Cenpp	NA	0.004	NA
Cenpq	NA	0.007	NA
Cenpt	NA	0.028	NA
Cenpv	NA	0.048	NA
Cenpw	NA	0.006	NA
Cep104	NA	0.045	NA
Cep110	NA	0.124	NA
Cep112	NA	0.024	NA
Cep120	NA	0.041	NA
Cep128	NA	0.009	NA
Cep135	NA	0.054	NA
Cep152	NA	0.019	NA
Cep164	NA	0.091	NA
Cep170	NA	0.126	NA
Cep170b	NA	0.05	NA
Cep19	NA	0.066	NA
Cep192	NA	0.026	NA
Cep250	NA	0.081	NA
Cep290	NA	0.16	NA
Cep350	NA	0.139	NA
Cep41	NA	0.011	NA
Cep44	NA	0.06	NA
Cep55	NA	0.001	NA
Cep57	NA	0.053	NA
Cep57l1	NA	0.023	NA
Cep63	NA	0.088	NA
Cep68	NA	0.041	NA
Cep70	NA	0.239	NA
Cep72	NA	0.003	NA
Cep76	NA	0.007	NA
Cep78	NA	0.053	NA
Cep85	NA	0.041	NA
Cep85l	NA	0.045	NA
Cep89	NA	0.074	NA
Cep95	NA	0.067	NA
Cep97	NA	0.064	NA
Cept1	NA	0.043	NA
Cercam	NA	0.02	NA
Cerk	NA	0.04	NA
Cerkl	NA	0.027	NA
Cers1	NA	0.001	NA
Cers2	NA	0.071	NA
Cers3	NA	0.001	NA
Cers4	NA	0.149	NA
Cers5	NA	0.072	NA
Cers6	NA	0.099	NA
Ces5a	NA	0.002	NA
Cetn2	NA	0.041	NA
Cetn3	NA	0.134	NA
Cetn4	NA	0.018	NA
Cfdp1	NA	0.052	NA
Cfh	NA	0.017	NA
Cfl1	NA	0.141	NA
Cfl2	NA	0.09	NA
Cflar	NA	0.029	NA
Cfp	NA	0.074	NA
Cftr	NA	0.002	NA
Cggbp1	NA	0.053	NA
Cgn	NA	0.017	NA
Cgnl1	NA	0.027	NA
Cgref1	NA	0.006	NA
Cgrrf1	NA	0.031	NA
Ch25h	NA	0.001	NA
Chac1	NA	0.003	NA
Chac2	NA	0.017	NA
Chadl	NA	0.014	NA
Chaf1a	NA	0.006	NA
Chaf1b	NA	0.001	NA
Champ1	NA	0.014	NA
Chat	NA	0.001	NA
Chchd1	NA	0.055	NA
Chchd10	NA	0.1	NA
Chchd2	NA	0.146	NA
Chchd3	NA	0.03	NA
Chchd4	NA	0.022	NA
Chchd5	NA	0.009	NA
Chchd6	NA	0.039	NA
Chchd7	NA	0.088	NA
Chd1	NA	0.094	NA
Chd1l	NA	0.02	NA
Chd2	NA	0.111	NA
Chd3	NA	0.292	NA
Chd4	NA	0.435	NA
Chd5	NA	0.196	NA
Chd6	NA	0.313	NA
Chd7	NA	0.068	NA
Chd8	NA	0.209	NA
Chd9	NA	0.215	NA
Chdh	NA	0.008	NA
Chek1	NA	0.006	NA
Chek2	NA	0.007	NA
Cherp	NA	0.059	NA
Chfr	NA	0.113	NA
Chga	NA	0.113	NA
Chgb	NA	0.284	NA
Chi3l1	NA	0.008	NA
Chi3l7	NA	0.001	NA
Chia	NA	0.005	NA
Chic1	NA	0.097	NA
Chic2	NA	0.049	NA
Chid1	NA	0.044	NA
Chka	NA	0.423	NA
Chkb	NA	0.115	NA
Chl1	NA	0.162	NA
Chm	NA	0.065	NA
Chml	NA	0.002	NA
Chmp1a	NA	0.042	NA
Chmp2a	NA	0.071	NA
Chmp2b	NA	0.026	NA
Chmp3	NA	0.068	NA
Chmp4b	NA	0.061	NA
Chmp5	NA	0.047	NA
Chmp6	NA	0.019	NA
Chmp7	NA	0.074	NA
Chn1	NA	0.291	NA
Chn2	NA	0.03	NA
Chordc1	NA	0.076	NA
Chp1	NA	0.038	NA
Chp2	NA	0.001	NA
Chpf	NA	0.053	NA
Chpf2	NA	0.087	NA
Chpt1	NA	0.151	NA
Chrac1	NA	0.025	NA
Chrd	NA	0.107	NA
Chrdl1	NA	0.007	NA
Chrdl2	NA	0.001	NA
Chrm1	NA	0.072	NA
Chrm2	NA	0.022	NA
Chrm3	NA	0.003	NA
Chrm4	NA	0.011	NA
Chrna1	NA	0.001	NA
Chrna3	NA	0.001	NA
Chrna4	NA	0.018	NA
Chrna5	NA	0.002	NA
Chrna7	NA	0.003	NA
Chrnb1	NA	0.003	NA
Chrnb2	NA	0.02	NA
Chrnb3	NA	0.002	NA
Chst1	NA	0.171	NA
Chst10	NA	0.031	NA
Chst11	NA	0.013	NA
Chst12	NA	0.018	NA
Chst14	NA	0.003	NA
Chst15	NA	0.048	NA
Chst2	NA	0.053	NA
Chst3	NA	0.002	NA
Chst5	NA	0.002	NA
Chst7	NA	0.002	NA
Chst8	NA	0.007	NA
Chst9	NA	0.003	NA
Chsy1	NA	0.01	NA
Chsy3	NA	0.002	NA
Chtf18	NA	0.003	NA
Chtf8	NA	0.022	NA
Chtop	NA	0.068	NA
Chuk	NA	0.249	NA
Churc1	NA	0.036	NA
Ciao1	NA	0.033	NA
Ciapin1	NA	0.046	NA
Cib1	NA	0.01	NA
Cib2	NA	0.019	NA
Cic	NA	0.04	NA
Cidea	NA	0.006	NA
Cideb	NA	0.006	NA
Ciita	NA	0.001	NA
Cilp2	NA	0.001	NA
Cinp	NA	0.029	NA
Cir1	NA	0.036	NA
Cirbp	NA	0.115	NA
Cirh1a	NA	0.05	NA
Cisd1	NA	0.095	NA
Cisd2	NA	0.128	NA
Cisd3	NA	0.019	NA
Cish	NA	0.005	NA
Cit	NA	0.367	NA
Cited1	NA	0.002	NA
Cited2	NA	0.018	NA
Cited4	NA	0.005	NA
Ciz1	NA	0.079	NA
CK137956	NA	0.001	NA
Ckap2	NA	0.001	NA
Ckap2l	NA	0.001	NA
Ckap4	NA	0.02	NA
Ckap5	NA	0.122	NA
Ckb	NA	0.41	NA
Cklf	NA	0.008	NA
Ckmt1	NA	0.094	NA
Cks1b	NA	0.002	NA
Clasp1	NA	0.078	NA
Clasp2	NA	0.256	NA
Clasrp	NA	0.196	NA
Clca1	NA	0.004	NA
Clca2	NA	0.002	NA
Clcc1	NA	0.063	NA
Clcf1	NA	0.003	NA
Clcn1	NA	0.01	NA
Clcn2	NA	0.111	NA
Clcn3	NA	0.229	NA
Clcn4-2	NA	0.16	NA
Clcn5	NA	0.014	NA
Clcn6	NA	0.036	NA
Clcn7	NA	0.059	NA
Cldn1	NA	0.001	NA
Cldn10	NA	0.059	NA
Cldn11	NA	0.104	NA
Cldn12	NA	0.026	NA
Cldn15	NA	0	NA
Cldn19	NA	0.001	NA
Cldn2	NA	0.001	NA
Cldn20	NA	0	NA
Cldn22	NA	0.001	NA
Cldn25	NA	0.088	NA
Cldn26	NA	0.004	NA
Cldn5	NA	0.079	NA
Clec11a	NA	0.007	NA
Clec14a	NA	0.006	NA
Clec16a	NA	0.032	NA
Clec18a	NA	0.013	NA
Clec1a	NA	0.004	NA
Clec2d	NA	0.008	NA
Clec2l	NA	0.026	NA
Clec3b	NA	0.003	NA
Clec4a2	NA	0.001	NA
Clgn	NA	0.04	NA
Clhc1	NA	0.002	NA
Clic1	NA	0.016	NA
Clic4	NA	0.047	NA
Clic5	NA	0.018	NA
Clic6	NA	0.002	NA
Clint1	NA	0.044	NA
Clip1	NA	0.238	NA
Clip2	NA	0.039	NA
Clip3	NA	0.074	NA
Clip4	NA	0.059	NA
Clk1	NA	0.408	NA
Clk2	NA	0.071	NA
Clk3	NA	0.083	NA
Clk4	NA	0.264	NA
Clmn	NA	0.157	NA
Clmp	NA	0.049	NA
Cln3	NA	0.037	NA
Cln5	NA	0.024	NA
Cln6	NA	0.007	NA
Cln8	NA	0.017	NA
Clns1a	NA	0.041	NA
Clock	NA	0.086	NA
Clp1	NA	0.012	NA
Clpb	NA	0.037	NA
Clpp	NA	0.072	NA
Clptm1	NA	0.067	NA
Clptm1l	NA	0.065	NA
Clpx	NA	0.053	NA
Clrn1	NA	0.001	NA
Clspn	NA	0.003	NA
Clstn1	NA	0.189	NA
Clstn2	NA	0.079	NA
Clstn3	NA	0.154	NA
Clta	NA	0.097	NA
Cltb	NA	0.136	NA
Cltc	NA	0.173	NA
Clu	NA	0.436	NA
Cluap1	NA	0.065	NA
Cluh	NA	0.081	NA
Clvs1	NA	0.035	NA
Clvs2	NA	0.014	NA
Clybl	NA	0.026	NA
Cmah	NA	0.001	NA
Cmas	NA	0.058	NA
Cmbl	NA	0.004	NA
Cmc1	NA	0.012	NA
Cmc2	NA	0.019	NA
Cmip	NA	0.158	NA
Cml1	NA	0.017	NA
Cml2	NA	0.001	NA
Cml5	NA	0.002	NA
Cmpk1	NA	0.038	NA
Cmpk2	NA	0.01	NA
Cmss1	NA	0.005	NA
Cmtm3	NA	0.014	NA
Cmtm4	NA	0.028	NA
Cmtm5	NA	0.078	NA
Cmtm6	NA	0.021	NA
Cmtm7	NA	0.001	NA
Cmtm8	NA	0.008	NA
Cmtr1	NA	0.037	NA
Cmtr2	NA	0.005	NA
Cmya5	NA	0.016	NA
Cnbd2	NA	0.023	NA
Cnbp	NA	0.146	NA
Cndp1	NA	0.001	NA
Cndp2	NA	0.025	NA
Cnep1r1	NA	0.062	NA
Cnga2	NA	0.001	NA
Cnga4	NA	0.003	NA
Cngb1	NA	0.001	NA
Cnih1	NA	0.046	NA
Cnih2	NA	0.089	NA
Cnih3	NA	0.052	NA
Cnih4	NA	0.061	NA
Cnksr1	NA	0.001	NA
Cnksr2	NA	0.308	NA
Cnksr3	NA	0.004	NA
Cnn2	NA	0.011	NA
Cnn3	NA	0.053	NA
Cnnm1	NA	0.104	NA
Cnnm2	NA	0.03	NA
Cnnm3	NA	0.036	NA
Cnnm4	NA	0.017	NA
Cnot1	NA	0.074	NA
Cnot10	NA	0.125	NA
Cnot11	NA	0.019	NA
Cnot2	NA	0.071	NA
Cnot3	NA	0.111	NA
Cnot4	NA	0.187	NA
Cnot6	NA	0.07	NA
Cnot6l	NA	0.07	NA
Cnot7	NA	0.129	NA
Cnot8	NA	0.043	NA
Cnp	NA	0.088	NA
Cnppd1	NA	0.048	NA
Cnpy1	NA	0.001	NA
Cnpy2	NA	0.036	NA
Cnpy3	NA	0.05	NA
Cnpy4	NA	0.013	NA
Cnr1	NA	0.106	NA
Cnrip1	NA	0.125	NA
Cnst	NA	0.03	NA
Cntd1	NA	0.006	NA
Cntf	NA	0.001	NA
Cntfr	NA	0.032	NA
Cntln	NA	0.108	NA
Cntn1	NA	0.157	NA
Cntn2	NA	0.097	NA
Cntn3	NA	0.037	NA
Cntn4	NA	0.078	NA
Cntn5	NA	0.027	NA
Cntn6	NA	0.021	NA
Cntnap1	NA	0.094	NA
Cntnap2	NA	0.031	NA
Cntnap3	NA	0.005	NA
Cntnap4	NA	0.023	NA
Cntnap5a	NA	0.043	NA
Cntnap5b	NA	0.023	NA
Cntnap5c	NA	0.013	NA
Cntrob	NA	0.045	NA
Coa3	NA	0.051	NA
Coa4	NA	0.002	NA
Coa5	NA	0.015	NA
Coa6	NA	0.027	NA
Coasy	NA	0.026	NA
Cobl	NA	0.076	NA
Cobll1	NA	0.022	NA
Coch	NA	0.025	NA
Cog1	NA	0.067	NA
Cog2	NA	0.061	NA
Cog3	NA	0.049	NA
Cog4	NA	0.074	NA
Cog5	NA	0.015	NA
Cog6	NA	0.053	NA
Cog7	NA	0.034	NA
Cog8	NA	0.037	NA
Coil	NA	0.045	NA
Col11a1	NA	0.086	NA
Col11a2	NA	0.066	NA
Col12a1	NA	0.027	NA
Col13a1	NA	0.005	NA
Col14a1	NA	0.005	NA
Col15a1	NA	0.013	NA
Col16a1	NA	0.058	NA
Col17a1	NA	0.003	NA
Col18a1	NA	0.005	NA
Col19a1	NA	0.091	NA
Col1a1	NA	0.012	NA
Col1a2	NA	0.024	NA
Col20a1	NA	0.004	NA
Col22a1	NA	0.006	NA
Col23a1	NA	0.011	NA
Col24a1	NA	0.01	NA
Col25a1	NA	0.041	NA
Col26a1	NA	0.016	NA
Col27a1	NA	0.014	NA
Col28a1	NA	0.003	NA
Col2a1	NA	0.003	NA
Col3a1	NA	0.004	NA
Col4a1	NA	0.079	NA
Col4a2	NA	0.094	NA
Col4a3	NA	0.002	NA
Col4a3bp	NA	0.101	NA
Col4a4	NA	0.002	NA
Col4a5	NA	0.009	NA
Col4a6	NA	0.001	NA
Col5a1	NA	0.02	NA
Col5a2	NA	0.013	NA
Col5a3	NA	0.018	NA
Col6a1	NA	0.094	NA
Col6a2	NA	0.015	NA
Col6a3	NA	0.004	NA
Col6a4	NA	0.004	NA
Col7a1	NA	0.012	NA
Col8a1	NA	0.004	NA
Col8a2	NA	0.003	NA
Col9a1	NA	0.004	NA
Col9a2	NA	0.012	NA
Col9a3	NA	0.044	NA
Colec11	NA	0.001	NA
Colec12	NA	0.009	NA
Colgalt1	NA	0.134	NA
Colgalt2	NA	0.009	NA
Colq	NA	0	NA
Commd1	NA	0.022	NA
Commd10	NA	0.021	NA
Commd2	NA	0.028	NA
Commd3	NA	0.099	NA
Commd4	NA	0.15	NA
Commd5	NA	0.008	NA
Commd6	NA	0.036	NA
Commd7	NA	0.044	NA
Commd8	NA	0.024	NA
Commd9	NA	0.02	NA
Comt	NA	0.075	NA
Comtd1	NA	0.023	NA
Copa	NA	0.126	NA
Copb1	NA	0.096	NA
Copb2	NA	0.043	NA
Cope	NA	0.157	NA
Copg1	NA	0.127	NA
Copg2	NA	0.053	NA
Coprs	NA	0.023	NA
Cops2	NA	0.059	NA
Cops3	NA	0.075	NA
Cops4	NA	0.063	NA
Cops5	NA	0.058	NA
Cops6	NA	0.074	NA
Cops7a	NA	0.063	NA
Cops7b	NA	0.04	NA
Cops8	NA	0.054	NA
Copz1	NA	0.047	NA
Copz2	NA	0.006	NA
Coq10a	NA	0.035	NA
Coq10b	NA	0.026	NA
Coq2	NA	0.068	NA
Coq3	NA	0.028	NA
Coq4	NA	0.02	NA
Coq5	NA	0.029	NA
Coq6	NA	0.037	NA
Coq7	NA	0.023	NA
Coq9	NA	0.065	NA
Coro1a	NA	0.057	NA
Coro1b	NA	0.111	NA
Coro1c	NA	0.042	NA
Coro2a	NA	0.027	NA
Coro2b	NA	0.071	NA
Coro6	NA	0.125	NA
Coro7	NA	0.068	NA
Cort	NA	0.006	NA
Cotl1	NA	0.029	NA
Cox10	NA	0.035	NA
Cox11	NA	0.024	NA
Cox14	NA	0.066	NA
Cox15	NA	0.02	NA
Cox16	NA	0.016	NA
Cox17	NA	0.095	NA
Cox18	NA	0.035	NA
Cox19	NA	0.056	NA
Cox20	NA	0.087	NA
Cox4i1	NA	0.222	NA
Cox4i2	NA	0.005	NA
Cox5a	NA	0.113	NA
Cox5b	NA	0.133	NA
Cox6a1	NA	0.211	NA
Cox6a2	NA	0.005	NA
Cox6b1	NA	0.111	NA
Cox6b2	NA	0.009	NA
Cox6c	NA	0.195	NA
Cox7a1	NA	0.002	NA
Cox7a2	NA	0.125	NA
Cox7a2l	NA	0.063	NA
Cox7b	NA	0.101	NA
Cox7b2	NA	0.001	NA
Cox7c	NA	0.084	NA
Cox8a	NA	0.155	NA
Cp	NA	0.028	NA
Cpa2	NA	0.001	NA
Cpa6	NA	0.003	NA
Cpd	NA	0.07	NA
Cpe	NA	0.41	NA
Cpeb1	NA	0.183	NA
Cpeb2	NA	0.083	NA
Cpeb3	NA	0.062	NA
Cpeb4	NA	0.158	NA
Cped1	NA	0.012	NA
Cplx1	NA	0.086	NA
Cplx2	NA	0.32	NA
Cplx3	NA	0.004	NA
Cpm	NA	0.014	NA
Cpn1	NA	0.002	NA
Cpne2	NA	0.023	NA
Cpne3	NA	0.073	NA
Cpne4	NA	0.051	NA
Cpne5	NA	0.063	NA
Cpne6	NA	0.329	NA
Cpne7	NA	0.132	NA
Cpne8	NA	0.035	NA
Cpne9	NA	0.122	NA
Cpox	NA	0.07	NA
Cpped1	NA	0.021	NA
Cpq	NA	0.01	NA
Cpsf1	NA	0.066	NA
Cpsf2	NA	0.048	NA
Cpsf3	NA	0.057	NA
Cpsf3l	NA	0.045	NA
Cpsf4	NA	0.066	NA
Cpsf6	NA	0.255	NA
Cpsf7	NA	0.102	NA
Cpt1a	NA	0.018	NA
Cpt1c	NA	0.152	NA
Cpt2	NA	0.004	NA
Cpxm1	NA	0.009	NA
Cpxm2	NA	0.004	NA
Cr1l	NA	0.034	NA
Cr2	NA	0.002	NA
Crabp2	NA	0.002	NA
Cradd	NA	0.003	NA
Cramp1l	NA	0.062	NA
Crat	NA	0.048	NA
Crb1	NA	0.001	NA
Crb2	NA	0.005	NA
Crb3	NA	0.002	NA
Crbn	NA	0.076	NA
Crcp	NA	0.031	NA
Creb1	NA	0.051	NA
Creb3	NA	0.056	NA
Creb3l1	NA	0.001	NA
Creb3l2	NA	0.019	NA
Creb3l3	NA	0.001	NA
Creb5	NA	0.006	NA
Crebbp	NA	0.152	NA
Crebl2	NA	0.035	NA
Crebrf	NA	0.101	NA
Crebzf	NA	0.133	NA
Creg1	NA	0.049	NA
Creg2	NA	0.095	NA
Creld1	NA	0.082	NA
Creld2	NA	0.041	NA
Crem	NA	0.018	NA
Crh	NA	0.006	NA
Crhbp	NA	0.007	NA
Crhr1	NA	0.027	NA
Crhr2	NA	0.002	NA
Crim1	NA	0.054	NA
Crip1	NA	0.02	NA
Crip2	NA	0.094	NA
Crip3	NA	0.005	NA
Cript	NA	0.04	NA
Crispld1	NA	0.018	NA
Crispld2	NA	0.003	NA
Crk	NA	0.081	NA
Crkl	NA	0.007	NA
Crlf1	NA	0.016	NA
Crlf2	NA	0.032	NA
Crlf3	NA	0.071	NA
Crls1	NA	0.033	NA
Crmp1	NA	0.101	NA
Crnkl1	NA	0.043	NA
Crocc	NA	0.071	NA
Crot	NA	0.057	NA
Crtac1	NA	0.049	NA
Crtap	NA	0.012	NA
Crtc1	NA	0.063	NA
Crtc2	NA	0.043	NA
Crtc3	NA	0.058	NA
Crxos1	NA	0	NA
Cry1	NA	0.015	NA
Cry2	NA	0.135	NA
Cryab	NA	0.053	NA
Cryba4	NA	0.002	NA
Crybb1	NA	0.002	NA
Crybb3	NA	0.005	NA
Crybg3	NA	0.011	NA
Cryga	NA	0.001	NA
Crygn	NA	0.001	NA
Cryl1	NA	0.006	NA
Crym	NA	0.069	NA
Cryz	NA	0.005	NA
Cryzl1	NA	0.163	NA
Cs	NA	0.066	NA
Csad	NA	0.052	NA
Csdc2	NA	0.055	NA
Csde1	NA	0.136	NA
Cse1l	NA	0.043	NA
Csf1	NA	0.045	NA
Csf1r	NA	0.014	NA
Csf2ra	NA	0.128	NA
Csf2rb	NA	0.003	NA
Csf2rb2	NA	0.002	NA
Csf3r	NA	0.008	NA
Csgalnact1	NA	0.055	NA
Csgalnact2	NA	0.035	NA
Csk	NA	0.015	NA
Csl	NA	0	NA
Csmd1	NA	0.134	NA
Csmd2	NA	0.11	NA
Csmd3	NA	0.103	NA
Csnk1a1	NA	0.4	NA
Csnk1d	NA	0.071	NA
Csnk1e	NA	0.11	NA
Csnk1g1	NA	0.109	NA
Csnk1g2	NA	0.05	NA
Csnk1g3	NA	0.041	NA
Csnk2a1	NA	0.173	NA
Csnk2a2	NA	0.056	NA
Csnk2b	NA	0.053	NA
Cspg4	NA	0.023	NA
Cspg5	NA	0.137	NA
Cspp1	NA	0.307	NA
Csrnp1	NA	0.013	NA
Csrnp2	NA	0.03	NA
Csrnp3	NA	0.102	NA
Csrp1	NA	0.02	NA
Csrp2	NA	0.011	NA
Csrp2bp	NA	0.023	NA
Cst3	NA	0.75	NA
Cst6	NA	0.003	NA
Cstad	NA	0.008	NA
Cstb	NA	0.03	NA
Cstf1	NA	0.021	NA
Cstf2	NA	0.213	NA
Cstf2t	NA	0.027	NA
Cstf3	NA	0.186	NA
CT030684.1	NA	0.072	NA
Ctage5	NA	0.188	NA
Ctbp1	NA	0.074	NA
Ctbp2	NA	0.022	NA
Ctbs	NA	0.008	NA
Ctc1	NA	0.03	NA
Ctcf	NA	0.111	NA
Ctdnep1	NA	0.021	NA
Ctdp1	NA	0.014	NA
Ctdsp1	NA	0.017	NA
Ctdsp2	NA	0.053	NA
Ctdspl	NA	0.078	NA
Ctdspl2	NA	0.105	NA
Ctf1	NA	0.002	NA
Ctgf	NA	0.019	NA
Cth	NA	0.003	NA
Cthrc1	NA	0.021	NA
Ctif	NA	0.016	NA
Ctla2a	NA	0.029	NA
Ctla2b	NA	0.003	NA
Ctnna1	NA	0.05	NA
Ctnna2	NA	0.049	NA
Ctnna3	NA	0.003	NA
Ctnnal1	NA	0.085	NA
Ctnnb1	NA	0.113	NA
Ctnnbip1	NA	0.03	NA
Ctnnbl1	NA	0.019	NA
Ctnnd1	NA	0.05	NA
Ctnnd2	NA	0.099	NA
Ctns	NA	0.03	NA
Ctps	NA	0.029	NA
Ctps2	NA	0.082	NA
Ctr9	NA	0.11	NA
Ctrl	NA	0.004	NA
Ctsa	NA	0.101	NA
Ctsb	NA	0.209	NA
Ctsc	NA	0.008	NA
Ctsd	NA	0.124	NA
Ctsf	NA	0.088	NA
Ctsh	NA	0.016	NA
Ctsk	NA	0.005	NA
Ctsl	NA	0.105	NA
Ctso	NA	0.03	NA
Ctss	NA	0.012	NA
Ctsz	NA	0.026	NA
Cttn	NA	0.073	NA
Cttnbp2	NA	0.489	NA
Cttnbp2nl	NA	0.024	NA
Ctu1	NA	0.005	NA
Ctu2	NA	0.043	NA
Ctxn1	NA	0.145	NA
Ctxn2	NA	0.01	NA
Ctxn3	NA	0.003	NA
Cubn	NA	0.002	NA
Cuedc1	NA	0.079	NA
Cuedc2	NA	0.089	NA
Cul1	NA	0.167	NA
Cul2	NA	0.089	NA
Cul3	NA	0.06	NA
Cul4a	NA	0.051	NA
Cul4b	NA	0.022	NA
Cul5	NA	0.179	NA
Cul7	NA	0.019	NA
Cul9	NA	0.096	NA
Cuta	NA	0.061	NA
Cutal	NA	0.001	NA
Cutc	NA	0.012	NA
Cux1	NA	0.09	NA
Cux2	NA	0.095	NA
Cwc15	NA	0.059	NA
Cwc22	NA	0.034	NA
Cwc25	NA	0.077	NA
Cwc27	NA	0.084	NA
Cwf19l1	NA	0.022	NA
Cwf19l2	NA	0.109	NA
Cwh43	NA	0.016	NA
Cx3cl1	NA	0.187	NA
Cx3cr1	NA	0.011	NA
Cxadr	NA	0.089	NA
Cxcl12	NA	0.124	NA
Cxcl14	NA	0.086	NA
Cxcl16	NA	0.001	NA
Cxcl5	NA	0.002	NA
Cxcr2	NA	0.001	NA
Cxcr4	NA	0.002	NA
Cxx1a	NA	0.016	NA
Cxx1b	NA	0.047	NA
Cxx1c	NA	0.028	NA
Cxxc1	NA	0.078	NA
Cxxc4	NA	0.046	NA
Cxxc5	NA	0.058	NA
Cyb5	NA	0.047	NA
Cyb561	NA	0.028	NA
Cyb561a3	NA	0.001	NA
Cyb561d1	NA	0.028	NA
Cyb561d2	NA	0.014	NA
Cyb5b	NA	0.041	NA
Cyb5d1	NA	0.002	NA
Cyb5d2	NA	0.023	NA
Cyb5r1	NA	0.019	NA
Cyb5r3	NA	0.045	NA
Cyb5r4	NA	0.047	NA
Cyb5rl	NA	0.004	NA
Cyba	NA	0.014	NA
Cybb	NA	0.002	NA
Cybrd1	NA	0.001	NA
Cyc1	NA	0.157	NA
Cycs	NA	0.026	NA
Cyfip1	NA	0.131	NA
Cyfip2	NA	0.21	NA
Cygb	NA	0.046	NA
Cyhr1	NA	0.09	NA
Cyld	NA	0.102	NA
Cyp11a1	NA	0.008	NA
Cyp1b1	NA	0.003	NA
Cyp20a1	NA	0.031	NA
Cyp26b1	NA	0.006	NA
Cyp27a1	NA	0.019	NA
Cyp27b1	NA	0.001	NA
Cyp2d22	NA	0.025	NA
Cyp2j12	NA	0.007	NA
Cyp2j6	NA	0.035	NA
Cyp2j8	NA	0.001	NA
Cyp2j9	NA	0.022	NA
Cyp2r1	NA	0.001	NA
Cyp2s1	NA	0.004	NA
Cyp2u1	NA	0.004	NA
Cyp39a1	NA	0.001	NA
Cyp3a13	NA	0.007	NA
Cyp46a1	NA	0.198	NA
Cyp4b1	NA	0	NA
Cyp4f13	NA	0.038	NA
Cyp4f14	NA	0.006	NA
Cyp4f15	NA	0.021	NA
Cyp4f16	NA	0.013	NA
Cyp4f17	NA	0.003	NA
Cyp4f18	NA	0.001	NA
Cyp4v3	NA	0.004	NA
Cyp4x1	NA	0.026	NA
Cyp51	NA	0.064	NA
Cyp7b1	NA	0.03	NA
Cyr61	NA	0.029	NA
Cys1	NA	0.015	NA
Cysltr1	NA	0.001	NA
Cystm1	NA	0.035	NA
Cyth1	NA	0.153	NA
Cyth2	NA	0.046	NA
Cyth3	NA	0.037	NA
Cyth4	NA	0.015	NA
Cytip	NA	0.001	NA
Cyyr1	NA	0.008	NA
D030028A08Rik	NA	0.016	NA
D030047H15Rik	NA	0.003	NA
D030055H07Rik	NA	0.003	NA
D030056L22Rik	NA	0.015	NA
D030068K23Rik	NA	0.003	NA
D10Bwg1379e	NA	0.112	NA
D10Jhu81e	NA	0.035	NA
D10Wsu102e	NA	0.027	NA
D11Wsu47e	NA	0.014	NA
D130017N08Rik	NA	0.025	NA
D130020L05Rik	NA	0.006	NA
D130040H23Rik	NA	0.084	NA
D130043K22Rik	NA	0.07	NA
D130062J21Rik	NA	0.004	NA
D14Abb1e	NA	0.194	NA
D15Ertd621e	NA	0.036	NA
D16Ertd472e	NA	0.01	NA
D17H6S53E	NA	0.011	NA
D17H6S56E-5	NA	0.004	NA
D17Wsu104e	NA	0.059	NA
D17Wsu92e	NA	0.044	NA
D19Bwg1357e	NA	0.046	NA
D19Ertd737e	NA	0.067	NA
D1Ertd622e	NA	0.038	NA
D230017M19Rik	NA	0.014	NA
D230022J07Rik	NA	0.005	NA
D230025D16Rik	NA	0.042	NA
D2hgdh	NA	0.011	NA
D2Wsu81e	NA	0.058	NA
D330022K07Rik	NA	0.006	NA
D330023K18Rik	NA	0.029	NA
D330041H03Rik	NA	0.01	NA
D330045A20Rik	NA	0.001	NA
D330050G23Rik	NA	0.008	NA
D3Bwg0562e	NA	0.321	NA
D3Ertd254e	NA	0.046	NA
D3Ertd751e	NA	0.046	NA
D430001F17Rik	NA	0.001	NA
D430018E03Rik	NA	0.005	NA
D430019H16Rik	NA	0.023	NA
D430036J16Rik	NA	0.007	NA
D430041D05Rik	NA	0.125	NA
D430042O09Rik	NA	0.016	NA
D4Wsu53e	NA	0.591	NA
D5Ertd579e	NA	0.077	NA
D630003M21Rik	NA	0.005	NA
D630023F18Rik	NA	0.011	NA
D630024D03Rik	NA	0.001	NA
D630032N06Rik	NA	0.001	NA
D630033O11Rik	NA	0.001	NA
D630036G22Rik	NA	0.003	NA
D630036H23Rik	NA	0.004	NA
D630045J12Rik	NA	0.053	NA
D6Ertd474e	NA	0	NA
D6Wsu163e	NA	0.017	NA
D730003I15Rik	NA	0.009	NA
D7Ertd443e	NA	0.003	NA
D830015G02Rik	NA	0	NA
D830026I12Rik	NA	0.001	NA
D830039M14Rik	NA	0	NA
D830044I16Rik	NA	0.001	NA
D830050J10Rik	NA	0.002	NA
D8Ertd738e	NA	0.079	NA
D8Ertd82e	NA	0.016	NA
D930015E06Rik	NA	0.028	NA
D930015M05Rik	NA	0	NA
D930016D06Rik	NA	0.088	NA
D930019O06Rik	NA	0.002	NA
D930020B18Rik	NA	0.002	NA
D930030I03Rik	NA	0.002	NA
D930032P07Rik	NA	0.001	NA
D930048G16Rik	NA	0.014	NA
D930048N14Rik	NA	0.013	NA
Daam1	NA	0.15	NA
Daam2	NA	0.079	NA
Dab1	NA	0.122	NA
